Geneid	WT_C_1	WT_C_2	WT_C_3	WT_E_1	WT_E_2	WT_E_3
YKL068W-A	865	1031	1086	245	81	248
YKL068W	1319	1042	862	741	519	496
tH(GUG)K	1	5	0	0	0	0
YKL067W	3499	4084	5146	8243	9549	9645
YKL066W	513	602	764	1321	1907	1645
YKL065W-A	33	53	59	866	1303	1330
YKL065C	4686	5513	5177	10207	12849	12110
YKL064W	1238	1187	1682	2246	3023	2429
YKL063C	1295	1200	1451	1251	1195	1221
YKL062W	1361	1217	1553	2685	1173	1574
YKL061W	590	706	565	1052	1259	977
YKL060C	80453	72780	92874	58234	39538	65222
YKL059C	792	532	774	954	1061	1065
YKL058W	1918	2362	1925	2929	2940	2654
YKL057C	1204	1270	1390	1184	1026	920
YKL056C	25858	28182	25061	12178	8325	10473
YKL055C	69	35	65	60	28	43
YKL054C	3010	2102	2424	3915	2951	3497
YKL053C-A	1494	1837	1533	4543	4832	3626
YKL053W	0	3	1	11	6	16
YKL052C	488	575	711	1219	1257	1358
YKL051W	1400	1121	1603	1567	983	1283
YKL050C	124	147	160	374	379	422
YKL049C	862	865	761	988	1043	650
YKL048C	449	409	410	516	506	415
YKL047W	819	801	833	1514	1261	1128
YKL046C	2668	2522	3224	3964	3310	3688
YKL045W	1258	1196	1262	1108	711	712
YKL044W	157	82	124	45	44	70
YKL043W	1215	1246	1076	583	882	841
YKL042W	342	193	323	220	411	327
YKL041W	1105	1286	1284	1804	2385	2120
YKL040C	1736	1891	2007	1870	1750	1548
YKL039W	1586	987	1359	2369	2932	2950
snR69	23	26	41	32	34	71
YKL038W	407	302	426	466	694	988
YKL037W	58	65	80	12	6	27
YKL036C	14	8	25	15	49	83
YKL035W	3305	3069	5992	4707	13060	19275
YKL034W	391	324	513	714	907	912
YKL033W-A	4247	5224	4685	2367	2509	3800
YKL033W	454	422	371	477	315	385
tV(AAC)K2	9	6	1	3	4	0
YKL032C	501	382	563	650	624	811
YKL031W	8	16	10	34	84	51
YKL030W	9	24	34	8	8	5
YKL029C	1600	1224	1165	588	130	279
YKL028W	1490	1164	1530	1223	1150	1642
YKL027W	1755	1651	1540	1135	688	675
YKL026C	381	410	572	4069	5046	4543
YKL025C	615	524	707	972	1395	1306
YKL024C	1229	994	1467	1159	904	1134
YKL023C-A	481	358	557	310	199	353
YKL023W	618	464	635	841	1211	1351
YKL022C	587	443	515	623	744	654
YKL021C	2188	2289	2239	1259	837	1026
YKL020C	572	543	875	730	933	1006
YKL019W	1480	1215	1346	1447	1514	1570
YKL018C-A	519	433	563	673	1115	1005
YKL018W	636	547	763	610	585	667
YKL017C	514	460	589	764	685	699
YKL016C	5808	5912	4045	10247	9773	9215
YKL015W	1021	905	1173	1660	1240	1043
YKL014C	1043	1265	1207	448	181	166
YKL013C	2484	1936	1964	4377	5609	3952
YKL012W	1117	1049	1617	1625	1542	1757
YKL011C	505	538	560	735	667	696
YKL010C	777	754	721	1709	2188	1421
YKL009W	5571	6425	4675	1952	521	827
YKL008C	1796	1812	1879	1249	1083	1217
YKL007W	1799	1481	2186	3593	3969	4057
YKL006C-A	1051	1230	1078	1489	1730	1352
snR87	130	141	49	118	63	21
YKL006W	7579	5859	8011	2557	1539	2607
YKL005C	593	417	932	605	937	1223
YKL004W	905	834	975	758	719	573
YKL003C	1063	1084	1084	2862	2499	1841
YKL002W	2520	2877	2813	3801	3864	4048
YKL001C	701	857	621	816	1091	1002
YKR001C	3164	2520	3211	4394	4011	4001
YKR002W	683	632	897	1057	1392	1424
YKR003W	576	438	731	1723	2642	2522
YKR004C	562	430	446	467	375	436
YKR005C	120	161	134	325	242	209
YKR006C	1421	1166	1259	3146	2982	2051
YKR007W	900	701	744	862	1010	1013
YKR008W	1108	853	1237	713	729	858
YKR009C	307	294	443	1137	1366	1770
tL(CAA)K	7	11	3	1	0	0
YKR010C	689	601	555	360	364	359
YKR011C	920	924	1493	2204	3166	3279
YKR012C	13	22	19	39	70	37
YKR013W	1351	928	1337	1876	1358	890
YKR014C	2529	3005	3340	3995	5088	5447
YKR015C	191	176	197	272	247	174
YKR016W	2426	2337	2062	3472	2999	3620
YKR017C	445	434	902	683	1073	1094
YKR018C	1333	1056	2423	3593	3858	4108
YKR019C	275	299	349	386	561	453
YKR020W	574	654	654	1182	1310	1329
YKR021W	695	632	570	795	993	833
YKR022C	996	1179	1055	1500	1386	1518
YKR023W	844	812	722	1512	1358	1116
YKR024C	887	580	608	423	244	286
YKR025W	1019	998	1175	1009	502	655
YKR026C	2077	2115	1703	1585	818	1119
tR(ACG)K	2	4	4	1	0	0
YKR027W	602	501	555	1012	851	733
YKR028W	1357	1033	1270	1064	1037	1284
YKR029C	697	530	726	937	950	1037
YKR030W	653	649	701	560	920	789
YKR031C	797	867	1078	1223	1226	1168
YKR032W	2	0	1	3	2	3
YKR033C	1	0	0	0	0	0
YKR034W	405	372	20	217	146	4
YKR035C	9	8	16	9	22	18
YKR035W-A	0	0	0	0	0	0
YKR036C	772	596	889	636	573	796
YKR037C	796	798	628	641	1023	839
YKR038C	1855	1558	1696	1344	1465	1416
tD(GUC)K	0	2	0	0	0	0
YKR039W	21609	19628	1534	8128	3313	1638
tA(AGC)K2	0	0	0	0	0	0
YKR040C	0	1	1	1	1	0
YKR041W	14	7	5	8	0	14
YKR042W	4280	3758	6308	3568	3019	5872
YKR043C	4246	3703	2489	2776	1993	1736
YKR044W	836	799	676	1028	585	577
YKR045C	127	77	91	131	145	154
YKR046C	4677	3838	1607	10983	9558	4928
YKR047W	37	63	87	55	111	64
YKR048C	2277	2058	2481	3593	3439	4277
YKR049C	790	836	899	7477	8913	7463
YKR050W	268	182	262	394	636	476
YKR051W	521	523	996	653	984	1161
YKR052C	876	851	1591	1086	1217	1147
YKR053C	201	265	568	253	381	512
YKR054C	408	442	476	583	420	365
YKR055W	423	373	504	193	292	385
YKR056W	1318	856	954	803	432	308
YKR057W	11502	13173	12134	4001	2486	4400
YKR058W	377	223	1010	1365	2503	2792
YKR059W	4974	5063	6638	2081	1236	2368
YKR060W	721	589	641	386	194	296
YKR061W	639	656	756	2041	1653	967
snR42	29	22	51	39	80	35
YKR062W	922	774	1333	1614	1524	1754
YKR063C	705	567	843	574	378	436
YKR064W	627	490	727	522	425	596
YKR065C	957	764	1166	2399	2706	2540
YKR066C	1867	1603	3128	1917	5789	8111
YKR067W	517	491	925	1276	2648	2388
YKR068C	1868	2250	1761	2563	2649	1704
YKR069W	324	289	475	371	465	508
YKR070W	928	884	1176	2464	2568	2524
YKR071C	5023	5339	3858	4621	2808	1860
YKR072C	715	578	824	999	906	980
YKR073C	33	24	20	70	46	23
tK(UUU)K	5	7	6	1	4	2
YKR074W	1855	2243	2090	2836	3141	3913
YKR075C	599	616	3803	4255	1196	519
YKR075W-A	0	0	0	0	0	0
YKR076W	354	226	294	6605	8314	6774
YKR077W	407	276	309	297	659	502
YKR078W	553	587	535	658	569	604
YKR079C	826	806	855	551	248	307
YKR080W	693	602	1465	547	535	933
YKR081C	1884	1568	1459	701	288	321
YKR082W	1190	1245	1324	1027	806	815
YKR083C	654	829	836	609	705	773
YKR084C	1133	1038	1384	1608	1409	1549
YKR085C	1734	2082	2169	3763	3534	2934
YKR086W	557	513	708	788	546	617
YKR087C	676	773	1534	939	896	1039
YKR088C	1184	1217	1495	1271	1359	1189
YKR089C	720	563	1466	1035	1441	2906
YKR090W	544	410	500	408	540	604
YKR091W	418	343	171	1255	2090	1637
YKR092C	2153	1813	1399	627	180	367
YKR093W	829	890	507	144	159	423
YKR094C	19726	21327	20302	6927	3529	6363
YKR095W	1476	1533	2071	2049	1944	2159
YKR095W-A	484	450	586	410	336	350
YKR096W	428	332	622	741	967	916
YKR097W	117	143	131	373	382	430
YKR098C	286	258	464	820	1020	1039
YKR099W	763	582	623	529	328	328
YKR100C	1208	956	1269	1120	1593	1336
YKR101W	358	330	389	500	611	725
YKR102W	66	98	78	166	344	285
YKR103W	108	115	118	178	177	207
YKR104W	58	77	69	63	110	118
YKR105C	70	52	88	149	119	150
YKR106W	92	59	107	245	343	580
YEL077C	175	151	85	257	325	118
YEL077W-A	0	0	0	0	0	0
YEL076C-A	1	0	0	2	0	2
YEL076C	0	0	0	0	0	0
YEL075W-A	0	0	0	0	0	0
YEL075C	0	0	0	0	1	1
YEL074W	15	13	9	19	28	16
YEL073C	1263	1285	734	235	271	308
YEL072W	241	290	388	156	188	254
YEL071W	7275	6273	5954	2212	1389	2139
YEL070W	10	13	15	1686	566	299
YEL069C	19	2	7	34	11	16
YEL068C	284	193	253	538	620	584
YEL067C	98	91	89	188	143	155
YEL066W	632	567	409	996	800	735
YEL065W	3166	2315	3190	3124	882	1350
YEL064C	292	300	328	297	374	397
YEL063C	2287	1470	1402	2039	893	1201
YEL062W	377	378	397	689	727	668
YEL061C	683	636	724	505	381	359
YEL060C	1636	1694	1843	14088	13083	9005
YEL059C-A	183	140	78	291	366	401
YEL059W	47	39	23	149	97	49
YEL058W	2772	2805	2140	3909	3350	2333
YEL057C	45	57	47	116	257	122
YEL056W	1084	780	1169	982	1099	1198
YEL055C	1148	884	1057	743	368	314
snR80	10	19	10	3	0	0
YEL054C	2425	2067	2316	977	491	637
YEL053W-A	14	8	8	14	10	3
YEL053C	729	560	789	707	429	467
YEL052W	1018	709	1480	2263	2454	2827
YEL051W	4265	4229	5465	3997	4203	4745
YEL050W-A	53	40	54	176	174	71
YEL050C	1317	1105	1213	3772	3051	2146
snR67	40	70	54	11	4	17
snR53	15	16	11	6	0	3
tG(GCC)E	11	16	15	0	1	0
YEL049W	41	29	29	159	248	132
YEL048C	224	212	253	140	87	93
YEL047C	2056	1865	2233	1507	2051	2155
YEL046C	2963	2458	3286	4011	1507	1981
YEL045C	89	82	94	213	78	80
YEL044W	1936	2453	1756	2444	2549	1963
YEL043W	570	382	472	624	559	773
YEL042W	1335	1042	1238	770	633	823
YEL041W	460	474	604	1966	1413	1240
YEL040W	9674	7753	6972	707	455	748
YEL039C	746	1192	562	2207	6985	4635
YEL038W	1010	970	1435	1700	1947	1985
YEL037C	2017	1830	2240	3095	2664	2843
YEL036C	1951	1634	1654	1820	1439	1736
YEL035C	17	28	17	52	27	22
YEL034C-A	36	21	14	37	44	24
YEL034W	0	0	0	0	0	0
YEL033W	285	316	245	244	292	120
tS(AGA)E	1	2	0	0	0	0
YEL032W	634	590	820	597	444	627
YEL032C-A	0	0	0	0	0	0
YEL031W	1765	1623	1964	2963	2743	1963
YEL030C-A	0	2	1	3	6	4
YEL030W	309	257	207	604	565	455
YEL029C	1162	1257	1088	965	534	698
YEL028W	125	156	174	173	137	156
tM(CAU)E	9	5	6	2	1	1
YEL027W	7787	7561	8570	6053	4975	6564
YEL026W	2266	1505	1805	1080	277	547
YEL025C	934	896	1158	995	1302	1331
YEL024W	4383	4389	1969	6776	6356	5185
YEL023C	254	243	454	378	372	508
YEL022W	1004	1067	1468	1044	883	849
YEL021W	3214	3313	0	2359	2353	2
YEL020C-B	0	6	3	2	2	0
YEL020W-A	862	1100	323	1464	1535	353
RPR1	83	70	126	49	69	152
YEL020C	277	274	452	1163	1617	1715
YEL019C	45	30	44	90	51	63
YEL018C-A	0	0	0	0	0	0
YEL018W	210	245	241	209	331	294
YEL017C-A	3423	3773	3733	3797	1303	1330
YEL017W	649	390	612	750	929	895
YEL016C	693	678	841	625	598	903
YEL015W	2251	1843	2044	1927	1669	1795
YEL014C	67	50	77	44	49	57
YEL013W	1115	978	1337	1147	1493	1568
tQ(UUG)E2	0	2	0	2	0	0
YEL012W	851	1021	1518	3975	4846	3905
YEL011W	529	476	3197	2938	7923	8244
tK(CUU)E1	9	11	11	2	2	3
YEL010W	1	1	9	3	3	8
YEL009C-A	0	0	2	6	4	4
tR(UCU)E	0	0	3	0	2	0
YEL009C	14383	14551	14283	16557	10190	9558
YEL008W	17	8	5	6	13	9
YEL008C-A	0	0	0	0	0	0
YEL007W	1471	1003	856	1858	1574	1741
YEL006W	1469	1610	1522	1652	1208	1481
YEL005C	329	202	306	636	942	941
YEL004W	249	187	260	300	397	476
YEL003W	1868	2234	1913	1367	1356	1404
YEL002C	3417	2628	3751	3119	3002	3223
YEL001C	3115	2728	3408	2426	2291	2951
YER001W	4054	3584	2255	2764	1329	850
YER002W	2581	1932	2013	1355	870	954
YER003C	2113	1805	2302	1823	1994	1433
YER004W	1283	1048	1282	3570	3712	3077
YER005W	767	638	922	1309	1398	1266
YER006W	2586	2222	2417	795	268	325
YER006C-A	11	17	12	2	4	1
YER007W	208	287	313	562	412	462
YER007C-A	2992	2700	2498	2275	1328	1940
snR14	33	27	54	48	39	44
YER008C	893	767	1007	1175	1155	1286
YER009W	7034	7547	6728	4645	4051	4527
YER010C	1271	1347	1377	2111	2280	2517
YER011W	6	14	54	19	34	115
tE(UUC)E1	1	1	1	5	0	0
YER012W	5425	5127	5237	8936	8766	7103
YER013W	457	393	470	481	492	607
YER014W	518	384	477	1177	1080	1461
YER014C-A	0	0	0	0	0	0
YER015W	356	353	204	801	987	1396
YER016W	1218	1254	1319	980	1071	1021
YER017C	918	566	989	1608	1906	1745
YER018C	269	394	314	636	849	422
YER019W	756	726	852	1650	1661	1200
YER019C-A	3248	3339	3557	2761	2856	3379
YER020W	1130	1053	1305	3159	4861	2826
YER021W	4525	4577	5613	10169	9018	8383
YER022W	942	865	1233	1058	1128	1258
YER023W	2631	2231	2509	2263	2030	2762
YER023C-A	0	0	0	0	0	0
YER024W	1267	1168	984	723	689	1003
YER025W	4296	3231	3559	2491	1343	1803
tH(GUG)E1	14	15	15	4	6	2
YER026C	9699	9762	8425	2176	1283	1854
YER027C	760	564	912	1195	1784	1743
YER028C	257	207	775	208	299	316
YER029C	924	935	1093	743	1048	979
YER030W	2361	2442	2625	4533	4251	4806
YER031C	3073	3011	2944	3057	3618	4239
YER032W	417	283	268	186	309	316
YER033C	147	132	214	478	595	560
YER034W	341	276	293	355	389	524
YER035W	955	862	911	2774	3302	3280
YER036C	3835	2948	4430	3263	1739	1913
YER037W	6586	7897	4601	18520	9394	7915
YER038C	784	813	617	1666	1161	813
YER038W-A	0	0	0	0	0	0
YER039C	99	87	151	212	295	337
YER039C-A	67	80	86	156	212	249
YER040W	469	493	588	559	573	629
YER041W	444	346	494	1007	952	1190
YER042W	450	584	497	878	754	877
YER043C	15399	10439	8801	5674	2460	2637
YER044C	3551	3356	1717	4460	4107	3186
YER044C-A	42	30	23	94	50	64
YER045C	638	604	334	1945	1315	556
YER046W	412	448	470	932	1271	752
YER046W-A	4	10	10	15	19	9
YER047C	318	238	417	292	393	473
YER048C	2907	2359	3427	4652	5163	5924
tQ(UUG)E1	0	4	0	0	3	1
YER048W-A	1663	1925	1668	2187	2114	1787
YER049W	3968	4186	3346	3355	981	1008
YER050C	1863	2357	1988	4388	4437	3235
YER051W	524	503	561	904	734	866
YER052C	4182	3169	3382	1295	966	1490
YER053C	4749	5367	6171	13588	12299	8753
YER053C-A	1460	1642	582	1098	707	264
YER054C	107	107	312	1459	3998	4145
YER055C	15221	16818	14959	4082	3050	5203
YER056C	10589	8578	8023	6329	652	1518
YER056C-A	6075	5460	5877	2297	1588	2229
YER057C	2895	2482	2563	3722	4050	3953
YER058W	454	557	516	1735	2274	1498
YER059W	682	562	789	926	1237	1099
YER060W	588	601	528	1076	506	355
YER060W-A	116	76	104	120	77	80
YER061C	534	524	445	923	488	614
YER062C	2115	1910	3410	16420	5612	7448
YER063W	1544	1102	1610	2583	3622	2547
YER064C	888	605	983	850	406	544
YER065C	427	399	751	1065	924	975
tS(UGA)E	1	2	4	7	10	6
YER066W	131	108	325	364	574	429
YER066C-A	88	126	295	83	174	190
YER067W	0	0	0	0	0	0
YER067C-A	4	8	34	97	300	119
YER068W	903	637	942	588	588	778
YER068C-A	2	4	0	0	6	6
YER069W	4314	3326	1348	996	995	1266
YER070W	2270	1935	2112	828	349	297
YER071C	861	983	777	1374	1483	1368
YER072W	2389	1663	1478	1171	1418	1447
YER073W	7791	7019	6481	5178	3478	1622
YER074W	15281	15883	14908	5132	3208	5440
YER074W-A	1466	1929	1491	1541	1908	1907
YER075C	435	438	526	625	524	452
tA(UGC)E	2	0	1	2	0	1
YER076C	223	219	300	261	284	350
YER076W-A	37	46	42	48	41	61
YER077C	940	933	948	1423	1141	916
YER078C	939	958	1168	1003	1085	858
YER078W-A	14	17	8	14	11	9
YER079W	552	476	1161	872	1760	1602
YER079C-A	0	1	0	0	0	0
YER080W	1352	1030	1541	2526	2687	2646
SRG1	222	286	306	419	300	292
YER081W	5295	5263	5847	1768	2108	4707
YER082C	1950	1765	1750	1540	707	622
YER083C	805	601	818	496	1196	1320
YER084W	8	6	10	25	89	92
YER084W-A	0	0	0	0	3	0
YER085C	1	0	1	0	0	1
YER086W	3845	2765	3417	1766	1126	1452
YER087W	383	360	411	1353	1059	863
YER087C-A	4	12	10	17	36	16
YER087C-B	1634	1399	1490	995	960	847
YER088C	1067	758	1832	2100	1883	2526
YER088C-A	53	39	45	42	54	53
YER088W-B	0	0	0	0	0	0
YER089C	1044	756	1051	1015	1107	1315
YER090W	3508	2572	2842	1722	1767	2125
YER090C-A	0	0	0	0	0	0
YER091C	4870	4392	2600	1077	289	403
YER091C-A	4	5	1	4	2	4
YER092W	740	834	717	671	692	965
YER093C	566	606	751	1036	1017	771
YER093C-A	304	225	251	450	831	469
YER094C	6227	7099	6353	10523	10593	9315
YER095W	1151	1017	930	825	1505	1056
YER096W	72	57	66	236	487	384
tE(UUC)E2	3	1	3	2	1	6
YER097W	5	5	14	20	4	11
YER098W	228	192	454	928	866	965
YER099C	1532	1540	1384	2100	2532	2144
YER100W	1781	1772	1953	3344	3406	3300
YER101C	336	269	314	535	879	710
YER102W	13211	13872	12298	4376	1991	3441
YER103W	866	857	1716	19433	27655	47577
YER104W	206	163	215	374	433	372
YER105C	1254	1253	1356	1377	1187	1019
YER106W	9	8	9	25	21	16
YER107C	1292	1342	1525	1036	908	1008
YER107W-A	168	174	181	100	86	144
YER110C	1826	1583	1919	720	380	331
YER111C	544	482	580	520	664	652
YER112W	1777	1419	1573	1777	1897	1576
YER113C	650	679	666	407	598	689
YER114C	693	719	808	893	986	881
YER115C	459	566	601	541	541	514
YER116C	376	297	468	627	725	933
YER117W	20518	23809	19387	8974	6230	9585
YER118C	1053	596	812	391	506	439
YER119C	293	228	423	579	1145	1266
YER119C-A	4	4	5	4	16	5
YER120W	1911	1333	1753	2319	3012	2794
YER121W	77	106	165	796	1603	2036
YER122C	3130	3236	3005	3235	3257	2666
YER123W	510	441	976	391	235	634
YER124C	3591	3093	3439	2411	2100	3397
YER125W	895	697	754	1158	1135	928
YER126C	3642	3839	2355	1875	312	492
YER127W	1189	1020	868	749	346	497
YER128W	499	386	283	515	424	442
YER129W	1073	927	1218	1181	1232	1561
YER130C	5859	6241	4154	17062	2597	4301
YER131W	16382	15763	15702	4122	1407	2960
snR4	231	266	248	185	137	130
YER132C	525	514	370	615	512	412
snR52	8	11	10	11	5	6
YER133W	5679	6574	7390	8827	7570	9219
tH(GUG)E2	13	14	12	3	5	6
tK(CUU)E2	1	1	0	0	0	0
YER133W-A	52	57	87	102	130	114
YER134C	445	391	440	588	680	779
YER135C	10	1	20	24	24	29
tV(AAC)E1	1	0	0	0	0	0
YER136W	2637	2399	3771	5369	4500	4645
YER137C	48	51	49	57	24	34
YER137W-A	1	0	1	2	0	0
SCR1	157	158	255	124	158	344
tI(AAU)E1	0	1	0	0	1	0
YER138C	9	10	9	5	8	8
YER137C-A	0	0	0	0	0	0
YER138W-A	240	272	183	259	186	186
YER139C	370	252	374	546	522	675
YER140W	575	645	765	667	529	529
YER141W	1873	1698	1743	4585	4614	3519
YER142C	329	463	688	2919	3107	2307
YER143W	1067	779	1046	3836	3985	2793
YER144C	423	372	507	1426	1669	1208
YER145C	5919	4119	4464	2510	1091	1148
YER145C-A	62	56	66	31	23	15
YER146W	131	148	132	107	119	115
YER147C	431	487	539	498	541	556
YER147C-A	468	455	540	273	240	336
YER148W	1673	1845	1984	1067	1058	1203
YER148W-A	7	6	10	2	12	5
YER149C	477	395	494	303	255	379
YER150W	1625	1516	3104	14265	17618	22089
tV(AAC)E2	4	8	1	2	5	6
YER151C	1360	1090	1218	1315	1301	1496
YER152C	496	589	470	1098	1459	1074
YER152W-A	0	0	0	0	0	0
YER153C	40	48	119	74	72	144
YER154W	1041	999	968	1615	1974	1799
YER155C	1457	1673	1990	2043	2101	1519
YER156C	2642	2101	2189	628	870	698
YER157W	910	998	871	1080	836	774
tE(UUC)E3	4	0	2	0	0	0
YER158C	691	543	854	1615	1081	1232
YER158W-A	57	107	80	100	101	61
YER159C	1458	1564	1504	1788	1494	1649
tR(ACG)E	1	5	0	0	4	0
YER160C	28	30	27	22	23	19
YER159C-A	0	0	0	0	0	0
YER161C	1269	1013	1199	1549	1709	1669
YER162C	350	307	493	943	1193	1442
YER163C	1005	1094	1052	2793	3109	3256
YER164W	617	478	760	438	571	471
YER165W	3885	3018	4194	4269	2581	2553
YER165C-A	7	3	7	10	3	7
YER166W	792	545	755	1065	1033	1041
YER167W	928	737	856	1471	1107	1194
YER168C	724	513	882	653	630	661
YER169W	582	396	657	1376	1195	1457
YER170W	534	548	745	886	1288	739
YER171W	881	793	885	846	688	846
YER172C	624	570	749	764	569	547
YER172C-A	0	0	0	0	0	0
YER173W	432	316	447	437	496	499
YER174C	1000	1202	704	318	625	590
YER175C	3199	2381	2444	2270	2181	2811
YER175W-A	48	44	53	29	36	41
YER176W	1096	867	1021	965	835	866
YER177W	16790	15423	15749	24670	23052	25990
YER178W	3719	2604	4480	7572	9984	10020
YER179W	112	89	109	776	875	634
YER180C	367	288	478	450	499	585
YER180C-A	101	94	102	95	115	170
tI(AAU)E2	0	0	0	0	2	2
YER181C	0	2	3	2	8	11
YER182W	1246	1294	1237	4619	6688	4199
YER183C	781	717	754	813	859	803
YER184C	209	161	262	641	474	336
YER185W	52	54	112	338	297	153
YER186C	942	1166	1294	944	854	1016
YER187W	64	54	75	87	108	43
YER188W	237	399	339	171	300	216
YER188C-A	7	5	5	15	15	7
YER189W	4	6	10	10	3	6
YER190W	0	3	10	0	4	0
YER190C-A	0	0	0	0	0	0
YER190C-B	0	0	0	0	0	0
YHL050C	37	44	45	72	78	98
YHL050W-A	0	0	0	0	0	0
YHL049C	0	0	0	0	0	2
YHL048C-A	9	13	1	6	11	0
YHL048W	1132	1011	757	1914	2520	1414
YHL047C	2740	2257	1688	2539	933	957
YHL046W-A	22	20	24	44	11	17
YHL046C	2	0	7	7	18	7
YHL045W	4	4	2	10	11	23
YHL044W	274	295	441	782	898	1343
YHL043W	153	138	202	485	420	433
YHL042W	101	88	87	275	243	261
YHL041W	0	2	2	7	4	0
YHL040C	1064	716	982	3027	555	781
YHL039W	805	704	726	575	307	364
YHL038C	471	449	526	665	609	546
YHL037C	4	0	5	21	11	10
YHL036W	151	151	364	205	344	311
YHL035C	710	628	786	2466	2116	1945
YHL034W-A	15	28	17	39	67	64
YHL034C	1995	1320	1946	4352	5201	6787
YHL033C	7095	5756	8837	5786	1745	3613
YHL032C	584	479	966	2123	2442	2537
YHL031C	269	226	155	589	954	478
YHL030W-A	0	3	0	3	2	1
YHL030W	792	940	1022	3140	3427	2018
YHL029C	1008	854	836	1050	652	796
YHL028W	768	566	447	150	315	776
YHL027W	1498	1190	1506	2753	3193	3505
YHL026C	290	228	299	603	209	351
YHL025W	1740	2195	2354	2605	2542	2831
YHL024W	223	207	279	564	878	827
YHL023C	764	722	758	901	836	926
tH(GUG)H	2	0	7	0	1	0
YHL022C	389	446	128	83	112	93
YHL021C	944	1163	3298	1674	7110	5453
YHL020C	1892	1959	2524	768	597	907
YHL019W-A	13	8	10	19	46	32
YHL019C	315	229	354	379	491	695
YHL018W	24	31	45	24	38	51
YHL017W	705	595	969	890	988	1155
YHL016C	170	123	416	220	494	278
YHL015W-A	16	34	3	54	80	63
YHL015W	26798	27789	28075	10507	6190	12482
YHL014C	467	525	677	1311	983	771
YHL013C	974	988	982	619	463	474
YHL012W	99	90	147	120	94	127
YHL011C	3093	2814	2499	2580	854	1145
YHL010C	271	204	335	756	807	789
YHL009C	357	282	377	720	619	623
tV(AAC)H	0	0	2	0	0	1
YHL009W-B	0	0	3	1	0	2
YHL009W-A	0	0	0	0	0	0
YHL008C	214	149	661	489	740	1461
YHL007C	1083	901	1148	1103	819	923
YHL006W-A	26	27	33	35	44	30
YHL006C	118	120	147	204	204	250
YHL005C	7	4	14	24	19	15
YHL004W	746	548	796	1957	2126	1437
YHL003C	2366	2489	3144	1340	1535	2139
YHL002C-A	3	3	3	1	1	0
YHL002W	955	701	807	1201	1379	1297
YHL001W	4807	3940	4417	2488	1488	1900
YHR001W	1423	1612	1672	1812	2238	2800
YHR001W-A	2074	2161	1128	4032	3803	3749
YHR002W	373	451	745	599	795	841
YHR003C	1480	1292	1029	1064	717	870
YHR004C	687	725	1322	1801	1835	2067
YHR005C	2173	1948	2133	1829	1476	1667
YHR005C-A	5389	6063	4553	8197	7219	5927
tT(AGU)H	4	5	1	0	0	2
YHR006W	1475	1221	1224	1450	1757	1911
YHR007C	13852	13452	7752	20455	10555	9213
YHR007C-A	20	32	61	82	177	117
YHR008C	2526	2639	3962	10301	13785	13864
YHR009C	1818	1801	1907	3714	4235	3078
YHR010W	22144	24816	22367	9078	5051	9150
YHR011W	375	258	313	1401	1867	898
YHR012W	1131	1345	1455	2729	2373	2117
YHR013C	1146	894	752	776	972	951
YHR014W	19	32	46	42	64	92
tS(AGA)H	3	4	2	2	0	2
tQ(UUG)H	6	8	5	0	2	1
YHR015W	70	86	31	117	67	77
YHR016C	595	519	856	2604	3632	5410
YHR017W	1221	1505	1537	1261	2177	2119
YHR018C	20447	19772	11036	4602	5045	5819
YHR019C	6652	4813	7018	2655	1643	3105
YHR020W	6085	5520	6072	2161	804	1361
tA(AGC)H	2	1	0	0	0	0
YHR021C	11796	12889	11917	5898	3915	5587
YHR021W-A	64	71	27	4	14	27
YHR022C	170	118	84	14	31	106
YHR022C-A	5	10	15	1	0	8
YHR023W	1230	1313	1337	951	875	1069
YHR024C	1551	1163	1415	2377	1726	1753
YHR025W	2185	1880	2119	1411	1191	1484
YHR026W	1631	1323	2634	913	1054	1802
YHR027C	4224	3870	5102	7219	6682	5644
YHR028C	2189	2097	2618	2872	3857	3954
YHR028W-A	37	56	33	25	23	15
YHR029C	4886	5450	3174	2440	2104	2083
YHR030C	2299	1876	1465	3248	3796	3999
YHR031C	455	324	403	216	259	250
YHR032W	1525	1215	1232	998	675	891
YHR032W-A	51	59	43	57	37	34
YHR032C-A	5	5	6	3	3	2
YHR033W	393	346	262	492	494	495
YHR034C	424	506	546	608	599	837
YHR035W	156	145	155	117	170	187
YHR036W	452	375	584	250	332	382
YHR037W	1413	992	1062	3802	3957	3444
YHR038W	436	366	439	813	1224	766
YHR039C	2026	1997	1802	2398	2727	2453
YHR039C-A	4540	4327	4768	3509	3557	4181
YHR040W	440	448	474	452	332	424
YHR041C	740	585	579	471	649	669
YHR042W	1550	1096	1602	1991	1563	1844
YHR043C	1294	1578	1849	4614	4298	4639
YHR044C	270	379	328	548	579	450
YHR045W	1114	1343	1385	667	850	1118
YHR046C	1830	1500	1137	1379	217	379
YHR047C	1085	1197	1422	871	920	943
YHR048W	275	229	318	269	244	290
YHR049W	5201	4592	3896	1232	748	856
YHR049C-A	200	200	134	73	52	60
YHR050W	825	686	1050	714	794	636
YHR050W-A	522	566	424	705	673	760
YHR051W	4138	4779	2662	6042	5377	5264
YHR052W	4067	4181	3543	1695	403	718
RUF5-1	18	23	32	23	19	34
YHR052W-A	0	0	0	0	0	0
YHR053C	0	0	0	0	0	0
YHR054C	31	34	170	39	26	36
